product_images,gender,product_category,product_name,details,category_type,material,product_subtype,weather_feature,coverage_feature,combined_features,text_complex,weather_label
"[{'https://static.zara.net/photos///2023/I/0/2/p/4471/003/251/2/w/448/4471003251_1_1_1.jpg?ts=1689605443375': 'Image 0 of 100% LINEN SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4471/003/251/2/w/448/4471003251_2_1_1.jpg?ts=1689605445944': 'Image 1 of 100% LINEN SUIT TROUSERS from Zara'}]",men,TROUSERS,linen suit trouser,regular fit trouser waist pleat pocket rear welt pocket zip fly button fastening,Bottom,linen,suit trouser,other,other,linen suit trouser,This is a linen suit trouser made of linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/4468/003/052/2/w/448/4468003052_1_1_1.jpg?ts=1689675754012': 'Image 0 of 100% LINEN SUIT TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/4468/003/052/2/w/448/4468003052_2_1_1.jpg?ts=1689675754075': 'Image 1 of 100% LINEN SUIT TROUSERS from Zara'}]",men,TROUSERS,linen suit trouser,regularfit trouser pocket welt pocket zip fly button fastening,Bottom,linen,suit trouser,other,other,linen suit trouser,This is a linen suit trouser made of linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/3992/342/600/2/w/448/3992342600_1_1_1.jpg?ts=1691415873798': 'Image 0 of STRIPED LINEN-VISCOSE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/3992/342/600/2/w/448/3992342600_2_1_1.jpg?ts=1691415874467': 'Image 1 of STRIPED LINEN-VISCOSE TROUSERS from Zara'}]",men,TROUSERS,stripe linenviscose trouser,relaxedfit trouser adjustable elasticate waistband matching fabric belt patch pocket,Bottom,linenviscose,belt trouser,other,other,linenviscose belt trouser,This is a stripe linenviscose trouser made of linenviscose. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_1_1_1.jpg?ts=1679051705328': 'Image 0 of 100% LINEN BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/8574/445/800/2/w/448/8574445800_2_1_1.jpg?ts=1679051704556': 'Image 1 of 100% LINEN BERMUDA SHORTS from Zara'}]",men,SHORTS,linen bermuda short,bermuda short linen fabric adjustable elasticate waistband interior drawstre pocket rear welt pocket,Bottom,linen,bermuda short,other,short,linen bermuda short short,This is a linen bermuda short made of linen with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/8574/348/052/2/w/448/8574348052_1_1_1.jpg?ts=1680076347053': 'Image 0 of 100% LINEN TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/8574/348/052/2/w/448/8574348052_2_1_1.jpg?ts=1680076342354': 'Image 1 of 100% LINEN TROUSERS from Zara'}]",men,TROUSERS,linen trouser,straight fit trouser linen waist pleat detail pocket rear jetted pocket zip fly button fastening,Bottom,linen,trouser,other,other,linen trouser,This is a linen trouser made of linen. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/1943/317/420/2/w/448/1943317420_6_1_1.jpg?ts=1690904701660': 'Image 0 of 2-IN-1 TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/1943/317/420/2/w/448/1943317420_6_2_1.jpg?ts=1690904700830': 'Image 1 of 2-IN-1 TRAINING SHORTS from Zara'}]",men,SHORTS,training short,training short lightweight stretchy technical fabric inner mesh design practise sport elasticate waistband inner drawstring pocket reflective effect seam inner leg length cm slit hem print logo detailzara athleticzview,Bottom,other,short,lightweight,short,short lightweight short,This is a training short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/1/p/0765/304/641/612/w/448/0765304641_1_1_1.jpg?ts=1688385051022': 'Image 0 of TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0765/304/641/2/w/448/0765304641_2_1_1.jpg?ts=1687945120721': 'Image 1 of TRAINING SHORTS from Zara'}]",men,SHORTS,training short,workout short lightweight stretchy technical fabric elastic waistband drawstring security pocket thermoseale zip closure line inner leg length cm slit hem logo print legzara athleticzview,Bottom,other,short,lightweight thermoseale,short,short lightweight thermoseale short,This is a training short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/I/0/2/p/0761/307/800/2/w/448/0761307800_1_1_1.jpg?ts=1687880634928': 'Image 0 of JOGGER BERMUDA SHORTS WITH EMBROIDERY from Zara'}, {'https://static.zara.net/photos///2023/I/0/2/p/0761/307/800/2/w/448/0761307800_2_1_1.jpg?ts=1687880635105': 'Image 1 of JOGGER BERMUDA SHORTS WITH EMBROIDERY from Zara'}]",men,SHORTS,jogger bermuda short embroidery,bermuda short adjustable elasticate waistband drawstre pocket pocket detail contrast embroidery legzara athleticzview,Bottom,other,bermuda short,other,short,bermuda short short,This is a jogger bermuda short embroidery with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/2888/316/803/2/w/0/2888316803_6_1_1.jpg?ts=1679992446044': 'Image 0 of CONTRAST JOGGING BERMUDA SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/2888/316/803/2/w/448/2888316803_6_2_1.jpg?ts=1679992447675': 'Image 1 of CONTRAST JOGGING BERMUDA SHORTS from Zara'}]",men,SHORTS,contrast jog bermuda short,bermuda short elasticate drawstring waistband pocket contrast thermoseale zip fasteningzara athleticz,Bottom,other,bermuda short,thermoseale,short,bermuda short thermoseale short,This is a contrast jog bermuda short with short coverage. It is suitable for warm or hot weather.,warm weather
"[{'https://static.zara.net/photos///2023/V/0/2/p/1943/302/800/2/w/448/1943302800_1_1_1.jpg?ts=1673615780285': 'Image 0 of 2-IN-1 TRAINING SHORTS from Zara'}, {'https://static.zara.net/photos///2023/V/0/2/p/1943/302/800/2/w/0/1943302800_2_1_1.jpg?ts=1673615780177': 'Image 1 of 2-IN-1 TRAINING SHORTS from Zara'}]",men,SHORTS,training short,training short lightweight stretchy technical fabric inner mesh design practise sport elastic waistband inner drawstring hip pocket inner leg length cm print logo detail reflective effectzara athleticzview,Bottom,other,short,lightweight,short,short lightweight short,This is a training short with short coverage. It is suitable for warm or hot weather.,warm weather
