product_id,product_images,gender,product_category,product_name,details,category_type,combined_features
2574,"[{'https://static.zara.net/photos///2023/I/0/1/p/2197/745/307/19/w/448/2197745307_1_1_1.jpg?ts=1692689718099': 'Image 0 of FLOWING SATIN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2197/745/307/19/w/448/2197745307_2_1_1.jpg?ts=1692689717579': 'Image 1 of FLOWING SATIN SHIRT from Zara'}]",women,SHIRTS,flow satin shirt,shirt johnny collar long sleeve buttonup,Top,satin shirt long
2575,"[{'https://static.zara.net/photos///2023/I/0/1/p/7868/226/800/20/w/448/7868226800_1_1_1.jpg?ts=1690548190890': 'Image 0 of SATIN SHIRT from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/8741/256/800/2/w/448/8741256800_6_1_1.jpg?ts=1674043417701': 'Image 1 of SATIN SHIRT from Zara'}]",women,SHIRTS,satin shirt,collar shirt vneckline long cuff sleeve button fasten,Top,satin shirt long
2576,"[{'https://static.zara.net/photos///2023/I/0/1/p/5862/165/407/2/w/448/5862165407_1_1_1.jpg?ts=1688573296923': 'Image 0 of Z1975 HIGH-WAIST BAGGY PAPERBAG JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5862/165/407/2/w/448/5862165407_2_1_1.jpg?ts=1688573296894': 'Image 1 of Z1975 HIGH-WAIST BAGGY PAPERBAG JEANS from Zara'}]",women,JEANS,z highwaist baggy paperbag jean,highrise baggy paperbag carrot leg ankle rigidhighwaist jean elasticate waistband gather detail feature pocket rear patch pocket turnup hem zip button fasten frontview,Bottom,jean
2577,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/235/031/2/w/448/9878235031_1_1_1.jpg?ts=1690974865321': 'Image 0 of PRINTED MINI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/235/031/2/w/448/9878235031_2_1_1.jpg?ts=1690974866447': 'Image 1 of PRINTED MINI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print mini dress,slot collar dress long sleeve elasticate trim pintuck detail ruffle hem fasten button,Other,dress long mini
2578,"[{'https://static.zara.net/photos///2023/V/0/1/p/4661/770/800/18/w/448/4661770800_1_1_1.jpg?ts=1685628850347': 'Image 0 of SATIN CROPPED BOMBER JACKET from Zara'}, {'https://static.zara.net/photos///2023/V/0/1/p/4661/770/800/18/w/448/4661770800_2_1_1.jpg?ts=1685628848975': 'Image 1 of SATIN CROPPED BOMBER JACKET from Zara'}]",women,JACKETS,satin crop bomber jacket,bomber jacket round neckline long sleeve shoulder pad feature matching rib trim pocket snapbutton fasten,Top,satin bomber jacket bomber crop long
2579,"[{'https://static.zara.net/photos///2023/I/0/1/p/9325/102/808/17/w/448/9325102808_1_1_1.jpg?ts=1690990296250': 'Image 0 of METALLIC KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9325/102/808/17/w/448/9325102808_2_1_1.jpg?ts=1690990294925': 'Image 1 of METALLIC KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,metallic knit,round neck short sleeve,Top,knit short knit short
2580,"[{'https://static.zara.net/photos///2023/I/1/1/p/3326/110/604/2/w/448/3326110604_1_1_1.jpg?ts=1689179487367': 'Image 0 of FABRIC HIGH-HEEL SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/3326/110/604/2/w/448/3326110604_2_1_1.jpg?ts=1689179487421': 'Image 1 of FABRIC HIGH-HEEL SANDALS from Zara'}]",women,SHOES,fabric highheel sandal,fabric highheel sandal wide strap thin strap instep square toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
2581,"[{'https://static.zara.net/photos///2023/I/0/1/p/2183/250/400/2/w/448/2183250400_1_1_1.jpg?ts=1691652251111': 'Image 0 of PRINTED SHIRT WITH POCKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2183/250/400/2/w/448/2183250400_2_1_1.jpg?ts=1691652251091': 'Image 1 of PRINTED SHIRT WITH POCKET from Zara'}]",women,SHIRTS,print shirt pocket,shirt cotton johnny collar sleeve fall elbow chest patch pocket asymmetric hem buttonup,Top,cotton shirt
2582,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/227/070/17/w/448/9878227070_1_1_1.jpg?ts=1690983018753': 'Image 0 of SHORT PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/227/070/17/w/448/9878227070_2_1_1.jpg?ts=1690983019384': 'Image 1 of SHORT PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,short print dress,short dress slot collar long sleeve ruffle hem button fasten,Other,dress short long short
2583,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/231/916/17/w/448/9878231916_1_1_1.jpg?ts=1690983019106': 'Image 0 of SHORT PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/231/916/17/w/448/9878231916_2_1_1.jpg?ts=1690983019034': 'Image 1 of SHORT PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,short print dress,short dress slot collar long sleeve elasticate trim lace trim ruffle hem,Other,dress short long short
2584,"[{'https://static.zara.net/photos///2023/I/0/1/p/8088/825/712/2/w/448/8088825712_1_1_1.jpg?ts=1689328169911': 'Image 0 of PLUMETIS SHIRT WITH RUFFLES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8088/825/712/2/w/448/8088825712_2_1_1.jpg?ts=1689328173867': 'Image 1 of PLUMETIS SHIRT WITH RUFFLES from Zara'}]",women,SHIRTS,plumetis shirt ruffle,shirt feature slot collar long sleeve elasticate trim lace trim ruffle detail buttonup frontthis garment line,Top,shirt long
2585,"[{'https://static.zara.net/photos///2023/I/0/1/p/2731/275/251/2/w/448/2731275251_1_1_1.jpg?ts=1689665199599': 'Image 0 of RAMIE SHIRT WITH KNOT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2731/275/251/2/w/448/2731275251_2_1_1.jpg?ts=1689665200117': 'Image 1 of RAMIE SHIRT WITH KNOT DETAIL from Zara'}]",women,SHIRTS,ramie shirt knot detail,shirt ramie johnny collar long sleeve elasticate cuff ruffle trim hem knot fabric buttonup,Top,ramie shirt long
2586,"[{'https://static.zara.net/photos///2023/I/1/1/p/1382/210/808/2/w/448/1382210808_1_1_1.jpg?ts=1690189294573': 'Image 0 of HIGH-HEEL CAGE SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1382/210/808/2/w/448/1382210808_2_1_1.jpg?ts=1690189295172': 'Image 1 of HIGH-HEEL CAGE SANDALS from Zara'}]",women,SHOES,highheel cage sandal,midheel cage sandal thin strap buckle ankle strap fastening point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
2587,"[{'https://static.zara.net/photos///2023/I/0/1/p/9878/233/420/2/w/448/9878233420_1_1_1.jpg?ts=1690386809715': 'Image 0 of SATIN PLAYSUIT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9878/233/420/2/w/448/9878233420_2_1_1.jpg?ts=1690386810813': 'Image 1 of SATIN PLAYSUIT from Zara'}]",women,DRESSES_JUMPSUITS,satin playsuit,vneck playsuit wide sleeve fall elbow elasticate waist lining fasten buttoned opening,Other,satin playsuit
2588,"[{'https://static.zara.net/photos///2023/I/0/1/p/4331/117/712/2/w/448/4331117712_1_1_1.jpg?ts=1690983359063': 'Image 0 of POINTELLE RUFFLED KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4331/117/712/2/w/448/4331117712_2_1_1.jpg?ts=1690983359408': 'Image 1 of POINTELLE RUFFLED KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,pointelle ruffle knit,round neck long sleeve ruffle trim,Top,knit knit long
2589,"[{'https://static.zara.net/photos///2023/I/0/1/p/5107/246/330/2/w/448/5107246330_1_1_1.jpg?ts=1688125288863': 'Image 0 of PRINTED MIDI DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5107/246/330/2/w/448/5107246330_2_1_1.jpg?ts=1688125288804': 'Image 1 of PRINTED MIDI DRESS from Zara'}]",women,DRESSES_JUMPSUITS,print midi dress,midi dress cotton feature straight neckline puff sleeve fall elbow smocking,Other,cotton dress midi
2590,"[{'https://static.zara.net/photos///2023/I/0/1/p/2731/251/330/2/w/448/2731251330_1_1_1.jpg?ts=1688125288757': 'Image 0 of STRAPLESS PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2731/251/330/2/w/448/2731251330_2_1_1.jpg?ts=1688125289641': 'Image 1 of STRAPLESS PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,strapless print dress,long strapless dress cotton elastic smocked fabric,Other,cotton dress long
2591,"[{'https://static.zara.net/photos///2023/I/0/1/p/2731/270/681/22/w/448/2731270681_1_1_1.jpg?ts=1690543501585': 'Image 0 of LINEN MIDI SKIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2731/270/681/22/w/448/2731270681_2_1_1.jpg?ts=1690543496410': 'Image 1 of LINEN MIDI SKIRT from Zara'}]",women,SKIRTS,linen midi skirt,highwaist midi skirt linen flare hem invisible zip fastening,Bottom,linen skirt midi
2592,"[{'https://static.zara.net/photos///2023/I/0/1/p/9213/230/400/2/w/448/9213230400_1_1_1.jpg?ts=1689240019724': 'Image 0 of TRF LOOSE-FIT MID-RISE JEANS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/9213/230/400/2/w/448/9213230400_2_1_1.jpg?ts=1689240021322': 'Image 1 of TRF LOOSE-FIT MID-RISE JEANS from Zara'}]",women,JEANS,trf loosefit midrise jean,loosefit midrise lengthmidrise jean fivepocket design long straight leg zip fly metal button fastening,Bottom,jean long
2593,"[{'https://static.zara.net/photos///2023/I/0/1/p/3158/331/800/19/w/448/3158331800_1_1_1.jpg?ts=1689349492555': 'Image 0 of SATEEN TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3158/331/800/19/w/448/3158331800_2_1_1.jpg?ts=1689349492811': 'Image 1 of SATEEN TOP from Zara'}]",women,TOPS_BODYSUITS,sateen,short sleeve round neckline feature buttoned opening,Top,short short
2594,"[{'https://static.zara.net/photos///2023/I/0/1/p/6895/075/400/2/w/448/6895075400_1_1_1.jpg?ts=1688726747764': 'Image 0 of PRINTED MIDI SKIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6895/075/400/2/w/448/6895075400_2_1_1.jpg?ts=1688726748747': 'Image 1 of PRINTED MIDI SKIRT from Zara'}]",women,SKIRTS,print midi skirt,highwaist midi skirt feature adjustable elastic waistband drawstring bead appliqué detail,Bottom,skirt midi
2595,"[{'https://static.zara.net/photos///2023/I/0/1/p/6895/067/400/2/w/448/6895067400_1_1_1.jpg?ts=1688726748469': 'Image 0 of PRINTED CROP TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6895/067/400/2/w/448/6895067400_2_1_1.jpg?ts=1688726749046': 'Image 1 of PRINTED CROP TOP from Zara'}]",women,TOPS_BODYSUITS,print crop,crop straight neckline thin strap cross elastic smock detail bead appliqué,Top,crop
2596,"[{'https://static.zara.net/photos///2023/I/0/1/p/4331/102/660/2/w/448/4331102660_1_1_1.jpg?ts=1690383907771': 'Image 0 of KNIT HOODIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4331/102/660/2/w/448/4331102660_2_1_1.jpg?ts=1690383906435': 'Image 1 of KNIT HOODIE from Zara'}]",women,TOPS_BODYSUITS,knit hoodie,openknit hoodie drawstre vneck long sleevesthis garment line,Top,knit hoodie hoodie knit long
2597,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/249/330/2/w/448/4786249330_1_1_1.jpg?ts=1684234003612': 'Image 0 of SHORT PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/249/330/2/w/448/4786249330_2_1_1.jpg?ts=1684234003975': 'Image 1 of SHORT PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,short print dress,short cotton dress halter neck expose shoulder elasticate detail waist fasten tie fabric,Other,cotton dress short short
2598,"[{'https://static.zara.net/photos///2023/I/0/1/p/6771/107/800/2/w/448/6771107800_1_1_1.jpg?ts=1688568109842': 'Image 0 of OPEN-KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6771/107/800/2/w/448/6771107800_2_1_1.jpg?ts=1688568110326': 'Image 1 of OPEN-KNIT SWEATER from Zara'}]",women,TOPS_BODYSUITS,openknit sweater,round neck sweater long sleevesthis garment line,Top,sweater sweater long
2599,"[{'https://static.zara.net/photos///2023/I/0/1/p/3991/105/800/17/w/448/3991105800_1_1_1.jpg?ts=1690990297959': 'Image 0 of OPEN-KNIT SWEATER from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3991/105/800/17/w/448/3991105800_2_1_1.jpg?ts=1690990297075': 'Image 1 of OPEN-KNIT SWEATER from Zara'}]",women,TOPS_BODYSUITS,openknit sweater,long sleeve sweater round neckline garment line,Top,sweater sweater long
2600,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/299/305/2/w/448/4786299305_1_1_1.jpg?ts=1688126788652': 'Image 0 of MIDI DRESS WITH BELT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/299/305/2/w/448/4786299305_2_1_1.jpg?ts=1688126788686': 'Image 1 of MIDI DRESS WITH BELT from Zara'}]",women,DRESSES_JUMPSUITS,midi dress belt,sleeveless midi dress linen lyocell blend lapel collar tie belt fabric pocket conceal button fasten,Other,linen lyocell belt dress lapel midi sleeveless
2601,"[{'https://static.zara.net/photos///2023/I/0/1/p/2715/001/710/2/w/448/2715001710_1_1_1.jpg?ts=1689692177672': 'Image 0 of RIPPED PLUSH BOMBER JACKET from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2715/001/710/2/w/448/2715001710_2_1_1.jpg?ts=1689692178158': 'Image 1 of RIPPED PLUSH BOMBER JACKET from Zara'}]",women,JACKETS,rip plush bomber jacket,bomber jacket plush fabric round neck long sleeve flap pocket fasten metal zip,Top,bomber jacket bomber long
2602,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/269/330/2/w/448/4786269330_1_1_1.jpg?ts=1688124232407': 'Image 0 of SHORT PRINTED DRESS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/269/330/2/w/448/4786269330_2_1_1.jpg?ts=1688124232174': 'Image 1 of SHORT PRINTED DRESS from Zara'}]",women,DRESSES_JUMPSUITS,short print dress,short dress cotton halter neck vneck floral print detail,Other,cotton dress short short
2603,"[{'https://static.zara.net/photos///2023/I/0/1/p/7735/459/043/2/w/448/7735459043_1_1_1.jpg?ts=1689328170803': 'Image 0 of STRIPED SHIRT WITH KNOT DETAIL from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7735/459/043/2/w/448/7735459043_2_1_1.jpg?ts=1689328175265': 'Image 1 of STRIPED SHIRT WITH KNOT DETAIL from Zara'}]",women,SHIRTS,stripe shirt knot detail,collar shirt long sleeve patch pocket flap button knot fasten,Top,shirt long
2604,"[{'https://static.zara.net/photos///2023/I/0/1/p/7906/032/330/2/w/448/7906032330_1_1_1.jpg?ts=1686558255338': 'Image 0 of SHINY PRINTED BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7906/032/330/2/w/448/7906032330_2_1_1.jpg?ts=1686558254912': 'Image 1 of SHINY PRINTED BLOUSE from Zara'}]",women,SHIRTS,shiny print blouse,johnny collar blouse short sleeve metallic thread detail knot hem tie pleat,Top,blouse short short
2605,"[{'https://static.zara.net/photos///2023/I/0/1/p/7868/032/330/2/w/448/7868032330_2_1_1.jpg?ts=1686558254350': 'Image 0 of SHINY PYJAMA-STYLE TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/7868/032/330/2/w/448/7868032330_1_1_1.jpg?ts=1686558255401': 'Image 1 of SHINY PYJAMA-STYLE TROUSERS from Zara'}]",women,TROUSERS,shiny pyjamastyle trouser,midrise trouser elasticate waistband pocket metallic thread appliqué,Bottom,trouser
2606,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/266/330/2/w/448/4786266330_1_1_1.jpg?ts=1688124694125': 'Image 0 of PRINTED TOP WITH KNOT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/266/330/2/w/448/4786266330_2_1_1.jpg?ts=1688124693896': 'Image 1 of PRINTED TOP WITH KNOT from Zara'}]",women,TOPS_BODYSUITS,print knot,crop cotton vneck puff short sleeve knot pleat invisible zip fastening,Top,cotton short crop short
2607,"[{'https://static.zara.net/photos///2023/I/0/1/p/2731/273/330/2/w/448/2731273330_1_1_1.jpg?ts=1688378988338': 'Image 0 of PRINTED RAMIE TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2731/273/330/2/w/448/2731273330_2_1_1.jpg?ts=1688378988117': 'Image 1 of PRINTED RAMIE TOP from Zara'}]",women,TOPS_BODYSUITS,print ramie,round neck halter feature pleat asymmetric hem tie opening,Top,ramie
2608,"[{'https://static.zara.net/photos///2023/I/0/1/p/6771/109/200/17/w/448/6771109200_1_1_1.jpg?ts=1691753306861': 'Image 0 of KNIT TOP WITH CAPE SLEEVES from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/6771/109/200/17/w/448/6771109200_2_1_1.jpg?ts=1691753304646': 'Image 1 of KNIT TOP WITH CAPE SLEEVES from Zara'}]",women,SWEATERS_CARDIGANS,knit cape sleeve,round neck open knit long capestyle sleeve slit,Top,knit cape knit long
2609,"[{'https://static.zara.net/photos///2023/I/0/1/p/2731/311/807/2/w/448/2731311807_1_1_1.jpg?ts=1688124232195': 'Image 0 of RAMIE TUNIC WITH PASSEMENTERIE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/2731/311/807/2/w/448/2731311807_2_1_1.jpg?ts=1688124231773': 'Image 1 of RAMIE TUNIC WITH PASSEMENTERIE from Zara'}]",women,SHIRTS,ramie tunic passementerie,long tunic ramie lapel collar long cuff sleeve match passementerie detail wrinkle fabric asymmetric hem vent buttonup,Top,ramie lapel long
2610,"[{'https://static.zara.net/photos///2023/I/0/1/p/8054/464/330/2/w/448/8054464330_1_1_1.jpg?ts=1689148276995': 'Image 0 of TIE-DYE PRINT VEST from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/8054/464/330/2/w/448/8054464330_6_1_1.jpg?ts=1689263273444': 'Image 1 of TIE-DYE PRINT VEST from Zara'}]",women,WAISTCOATS_GILETS,tiedye print vest,crop waistcoat feature bead appliqué tie fastening,Top,vest waistcoat crop
2611,"[{'https://static.zara.net/photos///2023/I/0/1/p/0014/100/712/17/w/448/0014100712_1_1_1.jpg?ts=1690990295600': 'Image 0 of SEQUINNED KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/0014/100/712/17/w/448/0014100712_2_1_1.jpg?ts=1690990298484': 'Image 1 of SEQUINNED KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,sequinne knit,sleeveless round neck match sequin detail,Top,knit knit sleeveless
2612,"[{'https://static.zara.net/photos///2023/I/0/1/p/4043/259/802/2/w/448/4043259802_1_1_1.jpg?ts=1689335050560': 'Image 0 of FRAYED LINEN BLOUSE from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4043/259/802/2/w/448/4043259802_2_1_1.jpg?ts=1689335050564': 'Image 1 of FRAYED LINEN BLOUSE from Zara'}]",women,SHIRTS,fray linen blouse,sleeveless blouse linen feature vneckline knot hem pleat fray trim,Top,linen blouse sleeveless
2613,"[{'https://static.zara.net/photos///2023/I/0/1/p/3991/104/050/2/w/448/3991104050_1_1_1.jpg?ts=1689249127532': 'Image 0 of CONTRAST LACE KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3991/104/050/2/w/448/3991104050_2_1_1.jpg?ts=1689249125681': 'Image 1 of CONTRAST LACE KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,contrast lace knit,vneck thin strap,Top,knit knit
2614,"[{'https://static.zara.net/photos///2023/I/0/1/p/5520/260/802/2/w/448/5520260802_1_1_1.jpg?ts=1688484476517': 'Image 0 of TRF MID-RISE CARGO TROUSERS from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/5520/260/802/2/w/448/5520260802_2_1_1.jpg?ts=1688484476231': 'Image 1 of TRF MID-RISE CARGO TROUSERS from Zara'}]",women,TROUSERS,trf midrise cargo trouser,midrise trouser linen blend pocket patch pocket leg pocket false flap pocket zip fly metal button fastening,Bottom,linen trouser
2615,"[{'https://static.zara.net/photos///2023/I/1/1/p/1643/210/808/2/w/448/1643210808_1_1_1.jpg?ts=1685015304019': 'Image 0 of CRISS-CROSS BUCKLED SLIDER SANDALS from Zara'}, {'https://static.zara.net/photos///2023/I/1/1/p/1643/210/808/2/w/448/1643210808_2_1_1.jpg?ts=1685015303942': 'Image 1 of CRISS-CROSS BUCKLED SLIDER SANDALS from Zara'}]",women,SHOES,crisscross buckle slider sandal,leather flat slider sandal crisscross strap buckle detail round toe sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal
2616,"[{'https://static.zara.net/photos///2023/I/0/1/p/3327/004/808/2/w/448/3327004808_1_1_1.jpg?ts=1687522859058': 'Image 0 of METALLIC MESH KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3327/004/808/2/w/0/3327004808_2_1_1.jpg?ts=1687522858801': 'Image 1 of METALLIC MESH KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,metallic mesh knit,round neck thin strapsthis garment line,Top,knit knit
2617,"[{'https://static.zara.net/photos///2023/I/0/1/p/4786/265/330/2/w/448/4786265330_1_1_1.jpg?ts=1688124692738': 'Image 0 of PRINTED MIDI SKIRT from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/4786/265/330/2/w/448/4786265330_2_1_1.jpg?ts=1688124692601': 'Image 1 of PRINTED MIDI SKIRT from Zara'}]",women,SKIRTS,print midi skirt,highwaist midi skirt cotton adjustable elasticate waistband drawstring,Bottom,cotton skirt midi
2618,"[{'https://static.zara.net/photos///2023/I/0/1/p/3327/005/808/2/w/448/3327005808_1_1_1.jpg?ts=1687521610280': 'Image 0 of METALLIC MESH KNIT TOP from Zara'}, {'https://static.zara.net/photos///2023/I/0/1/p/3327/005/808/2/w/448/3327005808_2_1_1.jpg?ts=1687521609330': 'Image 1 of METALLIC MESH KNIT TOP from Zara'}]",women,TOPS_BODYSUITS,metallic mesh knit,round neckline long ample sleeve garment line,Top,knit knit long
