gender,product_category,product_name,details,category_type,combined_features
women,SHOES,laminate sandal thin strap,laminate highheel sandal strap buckle ankle strap fasten round toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
women,SHOES,leather flatform sandal,flat leather sandal toe divider chunky flatform sole buckle ankle strap fasten sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal
women,SHOES,metallic kitten heel slingback shoe,kitten heel slingback shoe metallic effect point toe strap elastic pieceheel height cm,Shoes,shoe
women,SHOES,denim kitten heel slingback shoe,kitten heel slingback shoe denim fabric point toe strap elastic piece heel height cm,Shoes,denim denim shoe
women,SHOES,denim heel slingback shoe,kitten heel slingback court shoe denim fabric point toe strap elastic pieceheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim denim shoe
women,SHOES,flat furry sandal,faux fur flat slider sandal thin strap buckles buckle ankle strap fasteningsole height cm,Shoes,faux sandal
women,SHOES,flat denim slider sandal,buckle flat slider sandal denim fabric thick sole round toe adjustable buckle fasteningssole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim denim sandal
women,SHOES,rubberise sport sandal,sporty sandal rubberise finish chunky track sole round toe sole height cm,Shoes,rubberise sandal
women,SHOES,flatform trainer,fabric trainer chunky flatform sole rubberise toecap laceup fasten pull tab sole height cm,Shoes,rubberise trainer
women,SHOES,satin ballet flat bow detail,satin ballet flat bow detail round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,satin bow
women,SHOES,metallic crochet ballet flat,metalliceffect crochet ballet flat chain ankle strap round toe sole height cm,Shoes,
women,SHOES,leather sandal block heel buckle,leather sandal block heel buckle strap strap square toe heel height cm,Shoes,leather sandal
women,SHOES,asymmetric heel sandal,highheel sandal asymmetric upper thin strap cross ankle buckle fasten square toe heel height cm,Shoes,sandal
women,SHOES,leather strappy sandal,leather flat slider sandal crisscross strap metallic detailssole height cm,Shoes,leather sandal
women,SHOES,flat split suede slider sandal stud,flat split suede sandal stud double buckle strap buckle ankle strap fasteningsole height cm,Shoes,suede sandal
women,SHOES,metallic leather sandal,leather flat toe thong slider sandal metallic effect crisscross thin strap toe divider buckle ankle strap fasten round toe sole height cm view,Shoes,leather sandal
women,SHOES,highheel sandal ankle strap,highheel sandal metallic effect wide strap buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
women,SHOES,contrast run trainer,run trainer combination material colour leather detail laceup fasteningsole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,leather polyurethane trainer
women,SHOES,lace highheel sandal strap,highheel sandal thin strap tie closure ankle round toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
women,SHOES,highheel laceup sandal strap,highheel sandal thin strap tie closure ankle round toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
women,SHOES,leather cowboy ankle boot star,flat leather cowboystyle ankle boot star design upper pull tab side point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather boot
women,SHOES,leather cowboy boot star,flat leather cowboystyle boot star design upper pull tab side point toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather boot
women,SHOES,flat strappy slider sandal,flat slider sandal strap metal detail square toe sole height cm,Shoes,sandal
women,SHOES,flat leather slider sandal,leather flat slider sandal wide crisscross strap feature metal stud round toe sole height cm,Shoes,leather sandal
women,SHOES,leather flat lace sandal,flat slider sandal soft leather metallic detail tie closure anklesole height cm,Shoes,leather sandal
women,SHOES,lace flatform sandal,sporty sandal thin strap chunky flatform sole buckle ankle strap fasten sole height cm,Shoes,sandal
women,SHOES,flatform sporty sandal,sporty sandal fabric strap chunky flatform sole hookandloop strap fasten round toe sole height cm,Shoes,sandal
women,SHOES,flower denim highheel sandal,highheel sandal denim fabric thin strap flower detail round toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim denim sandal
women,SHOES,highheel sandal floral detail,heel sandal fauxpatentfinish thin strap floral detail round toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
women,SHOES,find,find,Shoes,
women,SHOES,sequin ballerinas,ballet flat sequinne detail upper round toe sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,
women,SHOES,flat animal print espadrille,flat fabric espadrille animal print round toe sole height cm,Shoes,espadrille
women,SHOES,velvet flat shoe,velvet ballet flat trim pipe round toe buckle strap fasten instep sole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,velvet shoe
women,SHOES,ballet flat animal print,ballet flat animal print buckle ankle strap sole height cm,Shoes,
women,SHOES,flat leather cage sandal,flat leather cage sandal wide strap buckle ankle strap fasteningsole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal
women,SHOES,highheel strappy sandal,highheel sandal thin strap faux patent finish buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,faux patent sandal
women,SHOES,metallic highheel strappy sandal,highheel sandal thin strap metallic effect buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
women,SHOES,lace flat sandal,flat slider sandal thin strap ankle round toe buckle fasten sole height cm,Shoes,sandal
women,SHOES,neoprene wedge sandal,neoprene wedge sandal wide strap toe divid round toe wedge height cm,Shoes,neoprene sandal
women,SHOES,fray flat slider sandal,fabric toe thong flat slider sandal fray trim strap round toe sole height cm,Shoes,sandal
women,SHOES,heeled leather cage sandal buckle,heeled leather bootstyle cage sandal wide strap buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal
women,SHOES,trainer animal print detail,trainer combination material colour laceup fasteningstarfit flexible technical polyurethane foam insole design offer great comfortsole height cm view,Shoes,polyurethane trainer
women,SHOES,leather platform trainer,laceup trainers contrast piece platform solesole height cm,Shoes,leather trainer
women,SHOES,trainer,trainer contrast material detail chunky sole laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane trainer
women,SHOES,fabric run trainer,canvas run trainer track sole laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane trainer
women,SHOES,lace leather sandal feather,leather sandal metallic effect high heel thin strap tie ankle feather detail round toe heel height cm,Shoes,leather sandal
women,SHOES,feather flat sandal,toe thong flat slider sandal strap toe divid matching feather sole height cm,Shoes,sandal
women,SHOES,highheel sandal feather,highheel sandal strap feather detail heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
women,SHOES,heel sandal rhinestone strap,highheel sandal rhinestone detail strap buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
women,SHOES,platform sandal,platform sandal leather wide strap round toeheel height cm,Shoes,leather sandal
women,SHOES,leather wedge sandal,leather sandal wide strap wedgeshape heel buckle ankle strap fasteningheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather sandal
women,SHOES,metal toe ring leather sandal,leather sandal metal ring detail buckle ankle strap round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather ring sandal
women,SHOES,flat slingback shoe,minimalist flat slingback shoe round toe strap sole height cm,Shoes,shoe
women,SHOES,mesh flat slingback shoe,mesh flat slingback shoe round toe strap sole height cm,Shoes,shoe
women,SHOES,quilt heeled sandal,sandal faux patent finish quilt strap high heel raise detail round toe heel height cm,Shoes,faux patent sandal
women,SHOES,animal print trainer,trainer animal print rubberise toecap laceup fasten sole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane rubberise trainer
women,SHOES,fabric trainer,fabric trainer laceup fasteningsole height cm starfit flexible technical polyurethane foam insole design offer great comfortview,Shoes,polyurethane trainer
women,SHOES,leather cowboyheel ankle boot,heeled leather ankle boot cowboy style point toe zip fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather boot
women,SHOES,split suede cowboy boot,leather midcalf boot cowboy style embroider detail leg pull tab side point toe heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,leather suede boot
women,SHOES,buckle flat sandal,flat slider sandal strap metal buckle round toe sole height cm,Shoes,sandal
women,SHOES,vinyl mule,vinyl highheel mule square toe heel height cm,Shoes,mule
women,SHOES,ballet flat bow square toe,ballet flat bow detail square toesole height cm,Shoes,bow
women,SHOES,ballet flat square toe buckle,ballet flat strap detail buckle square toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,
women,SHOES,flat sandal knot,flat slider sandal strap knot detail square toe sole height cm,Shoes,sandal
women,SHOES,braid chunky heel sandal,sandal metallic effect block heel strap braid detail square toeheel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
women,SHOES,denim ballet flat,denim ballet flat bow detail elasticate strap instep round toesole height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,denim bow denim
women,SHOES,vinyl heel sandal,highheel vinyl sandal square toe buckle ankle strap fasten heel height cm airfit flexible technical latex foam insole design offer great comfortview,Shoes,sandal
